"pais"¬"estado us"¬"ciudad"¬"pais_corregido"¬"ciudad_corregido"¬"Clave"
"United States"¬"Massachusetts"¬"Wakefield"¬"Estados Unidos"¬"Wakefield"¬"United States|Massachusetts|Wakefield"
"New Zealand Aotearoa"¬¬"Wellington"¬"Nueva Zelanda"¬"Wellington"¬"New Zealand Aotearoa||Wellington"
"USA"¬"Virginia"¬"Richmond VA"¬"Estados Unidos"¬"Richmond"¬"USA|Virginia|Richmond VA"
"United States"¬"Texas"¬"Sherman Texas"¬"Estados Unidos"¬"Sin validar"¬"United States|Texas|Sherman Texas"
"US"¬"Michigan"¬"Bloomfield Hills"¬"Estados Unidos"¬"Sin validar"¬"US|Michigan|Bloomfield Hills"
"United States"¬"Illinois"¬"Chicago, IL "¬"Estados Unidos"¬"Chicago"¬"United States|Illinois|Chicago, IL "
"United States"¬"New York"¬"Tarrytown"¬"Estados Unidos"¬"Tarrytown"¬"United States|New York|Tarrytown"
"Australia"¬¬"Work from home"¬"Australia"¬"No determinada"¬"Australia||Work from home"
"United States"¬"Texas"¬"Beaumont"¬"Estados Unidos"¬"Beaumont"¬"United States|Texas|Beaumont"
"US"¬"Indiana"¬"Indianapolis "¬"Estados Unidos"¬"Indianapolis"¬"US|Indiana|Indianapolis "
"New Zealand"¬¬"None"¬"Nueva Zelanda"¬"No determinada"¬"New Zealand||None"
"USA "¬"California"¬"Palo alto"¬"Estados Unidos"¬"Sin validar"¬"USA |California|Palo alto"
"usa"¬"Pennsylvania"¬"aston"¬"Estados Unidos"¬"aston"¬"usa|Pennsylvania|aston"
"US"¬"California"¬"Palo Alto"¬"Estados Unidos"¬"Sin validar"¬"US|California|Palo Alto"
"United States"¬"Massachusetts"¬"Lynnfield (Boston metro area)"¬"Estados Unidos"¬"Lynnfield"¬"United States|Massachusetts|Lynnfield (Boston metro area)"
"USA"¬"Alaska"¬"Small town"¬"Estados Unidos"¬"No determinada"¬"USA|Alaska|Small town"
"Germany"¬¬"Frankfurt "¬"Alemania"¬" Fráncfort"¬"Germany||Frankfurt "
"USA"¬"Maine"¬"Southern Maine"¬"Estados Unidos"¬"Sin validar"¬"USA|Maine|Southern Maine"
"Canada"¬¬"Barrie Ontario"¬"Canadá"¬"Sin validar"¬"Canada||Barrie Ontario"
"United States"¬"California"¬"Berkeley, CA"¬"Estados Unidos"¬"Berkeley"¬"United States|California|Berkeley, CA"
"USA"¬"Michigan"¬"Prefer not to answer"¬"Estados Unidos"¬"No determinada"¬"USA|Michigan|Prefer not to answer"
"United States"¬¬"Greater Philadelphia area"¬"Estados Unidos"¬"No determinada"¬"United States||Greater Philadelphia area"
"Australia"¬¬"Hobart, Tasmania "¬"Australia"¬"Hobart"¬"Australia||Hobart, Tasmania "
"United States"¬"Maryland"¬"Church Hill"¬"Estados Unidos"¬"Sin validar"¬"United States|Maryland|Church Hill"
"usa"¬"Maryland"¬"Towson"¬"Estados Unidos"¬"Towson"¬"usa|Maryland|Towson"
"USA "¬"New Jersey"¬"Elmwood Park"¬"Estados Unidos"¬"Sin validar"¬"USA |New Jersey|Elmwood Park"
"USA"¬"California"¬"Foothill Ranch, CA"¬"Estados Unidos"¬"Foothill Ranch"¬"USA|California|Foothill Ranch, CA"
"United States"¬"New York"¬"Buffalo "¬"Estados Unidos"¬"Buffalo "¬"United States|New York|Buffalo "
"United States of America"¬"Virginia"¬"hampton"¬"Estados Unidos"¬"hampton"¬"United States of America|Virginia|hampton"
"United States"¬"Michigan"¬"Hersey"¬"Estados Unidos"¬"Hersey"¬"United States|Michigan|Hersey"
"USA"¬"Oregon"¬"Portland metro"¬"Estados Unidos"¬"Sin validar"¬"USA|Oregon|Portland metro"
"United States"¬"South Dakota"¬"Sioux falls"¬"Estados Unidos"¬"Sin validar"¬"United States|South Dakota|Sioux falls"
"United States"¬"New York"¬"Staten Island"¬"Estados Unidos"¬"Sin validar"¬"United States|New York|Staten Island"
"USA"¬"California"¬"Riverside and San Bernardino "¬"Estados Unidos"¬"Sin validar"¬"USA|California|Riverside and San Bernardino "
"USA"¬"Connecticut"¬"Stamford"¬"Estados Unidos"¬"Stamford"¬"USA|Connecticut|Stamford"
"usa"¬"California"¬"san mateo ca"¬"Estados Unidos"¬"Sin validar"¬"usa|California|san mateo ca"
"USA"¬"Virginia"¬"Rural Richmond Area"¬"Estados Unidos"¬"Richmond"¬"USA|Virginia|Rural Richmond Area"
"US"¬"California"¬" Ventura "¬"Estados Unidos"¬" Ventura"¬"US|California| Ventura "
"Canada"¬¬"  "¬"Canadá"¬"No determinada"¬"Canada||  "
"United States "¬"Virginia"¬"Chester"¬"Estados Unidos"¬"Chester"¬"United States |Virginia|Chester"
"USA"¬"New Jersey"¬"Englewood"¬"Estados Unidos"¬"Englewood"¬"USA|New Jersey|Englewood"
"U.K."¬¬"London"¬"Reino Unido"¬" Londres"¬"U.K.||London"
"USA"¬"New Jersey"¬"Rural"¬"Estados Unidos"¬"Rural"¬"USA|New Jersey|Rural"
"US"¬"New York"¬"NYC "¬"Estados Unidos"¬"Nueva York"¬"US|New York|NYC "
"Scotland "¬¬"Glasgow "¬"Reino Unido"¬" Glasgow"¬"Scotland ||Glasgow "
"USA"¬"California"¬"San Diego "¬"Estados Unidos"¬" San Diego"¬"USA|California|San Diego "
"Canada"¬"West Virginia"¬"Edmonton, Alberta"¬"Canadá"¬"Edmonton"¬"Canada|West Virginia|Edmonton, Alberta"
"United States"¬"Wyoming"¬"Cheyenne"¬"Estados Unidos"¬"Cheyenne"¬"United States|Wyoming|Cheyenne"
"U.S."¬"Louisiana"¬"Remote"¬"Estados Unidos"¬"No determinada"¬"U.S.|Louisiana|Remote"
"United States"¬"Missouri"¬"Cape Girardeau "¬"Estados Unidos"¬"Sin validar"¬"United States|Missouri|Cape Girardeau "
"U.S."¬"Wisconsin"¬"Racine"¬"Estados Unidos"¬"Racine"¬"U.S.|Wisconsin|Racine"
"U.S."¬"Maryland"¬"Montgomery County"¬"Estados Unidos"¬"Sin validar"¬"U.S.|Maryland|Montgomery County"
"Canada"¬¬"St John's"¬"Canadá"¬"Sin validar"¬"Canada||St John's"
"United States"¬"Illinois"¬"Chicago (but distributed workplace)"¬"Estados Unidos"¬"Chicago"¬"United States|Illinois|Chicago (but distributed workplace)"
"USA"¬"Washington"¬"Tumwater"¬"Estados Unidos"¬"Tumwater"¬"USA|Washington|Tumwater"
"USA"¬"Massachusetts"¬"Cape Cod region"¬"Estados Unidos"¬"Sin validar"¬"USA|Massachusetts|Cape Cod region"
"USA"¬"New Jersey"¬"Bergen County"¬"Estados Unidos"¬"Sin validar"¬"USA|New Jersey|Bergen County"
"USA"¬"Pennsylvania"¬"too small to answer with anonymity!"¬"Estados Unidos"¬"No determinada"¬"USA|Pennsylvania|too small to answer with anonymity!"
"United States"¬"Massachusetts"¬"Westwood"¬"Estados Unidos"¬"Westwood"¬"United States|Massachusetts|Westwood"
"USA "¬"Massachusetts"¬"Devens"¬"Estados Unidos"¬"Devens"¬"USA |Massachusetts|Devens"
"Usa"¬"Missouri"¬"Fulton"¬"Estados Unidos"¬"Fulton"¬"Usa|Missouri|Fulton"
"UK"¬¬"Cheshire"¬"Reino Unido"¬"Cheshire"¬"UK||Cheshire"
"United Kingdom "¬¬"Norwich "¬"Reino Unido"¬"Norwich "¬"United Kingdom ||Norwich "
"France"¬¬"Province"¬"Francia"¬"Province"¬"France||Province"
"US"¬"New Hampshire"¬"Concord"¬"Estados Unidos"¬"Concord"¬"US|New Hampshire|Concord"
"US"¬"California"¬"Santa Ana"¬"Estados Unidos"¬"Sin validar"¬"US|California|Santa Ana"
"U.S."¬"Iowa"¬"Sioux City "¬"Estados Unidos"¬"Sin validar"¬"U.S.|Iowa|Sioux City "
"U.S.A."¬"Texas"¬"Lake Jackson"¬"Estados Unidos"¬"Sin validar"¬"U.S.A.|Texas|Lake Jackson"
"US"¬"Maryland"¬"Prefer not to answer"¬"Estados Unidos"¬"No determinada"¬"US|Maryland|Prefer not to answer"
"USA"¬"Illinois"¬"Belleville"¬"Estados Unidos"¬"Belleville"¬"USA|Illinois|Belleville"
"Canada"¬¬"Halifax "¬"Canadá"¬"Halifax "¬"Canada||Halifax "
"USA"¬"Illinois, Wisconsin"¬"Office was in Chicago, now WFH in WI"¬"Estados Unidos"¬"Illinois"¬"USA|Illinois, Wisconsin|Office was in Chicago, now WFH in WI"
"US"¬"California"¬"San Clemente"¬"Estados Unidos"¬"Sin validar"¬"US|California|San Clemente"
"U.S."¬"Iowa"¬"Des Moines"¬"Estados Unidos"¬"Des Moines"¬"U.S.|Iowa|Des Moines"
"Australia"¬¬"A large city"¬"Australia"¬"No determinada"¬"Australia||A large city"
"usa"¬"Washington"¬"I work remotely from a different location."¬"Estados Unidos"¬"No determinada"¬"usa|Washington|I work remotely from a different location."
"USA"¬"California"¬"Los Altos Hills"¬"Estados Unidos"¬"Sin validar"¬"USA|California|Los Altos Hills"
"US"¬"Massachusetts"¬"Rather not answer"¬"Estados Unidos"¬"No determinada"¬"US|Massachusetts|Rather not answer"
"United States"¬"Alabama"¬"Birmingham "¬"Estados Unidos"¬"Birmingham"¬"United States|Alabama|Birmingham "
"USA"¬"Missouri"¬"Cameron "¬"Estados Unidos"¬"Cameron "¬"USA|Missouri|Cameron "
"US"¬"Illinois"¬"Home plus travel to customers. Near Chicago"¬"Estados Unidos"¬"No determinada"¬"US|Illinois|Home plus travel to customers. Near Chicago"
"US"¬"Tennessee"¬"Knoxville"¬"Estados Unidos"¬"Knoxville"¬"US|Tennessee|Knoxville"
"USA"¬"Florida"¬"Sarasota "¬"Estados Unidos"¬"Sarasota "¬"USA|Florida|Sarasota "
"United States "¬"Maryland"¬"Silver Spring "¬"Estados Unidos"¬"Sin validar"¬"United States |Maryland|Silver Spring "
"USA"¬"Hawaii"¬"Prefer not to say"¬"Estados Unidos"¬"No determinada"¬"USA|Hawaii|Prefer not to say"
"UK"¬¬"Birmingham"¬"Reino Unido"¬"Birmingham"¬"UK||Birmingham"
"USA"¬"California"¬"Daly City "¬"Estados Unidos"¬"Sin validar"¬"USA|California|Daly City "
"Us"¬"Minnesota"¬"Blaine"¬"Estados Unidos"¬"Blaine"¬"Us|Minnesota|Blaine"
"USA"¬"California"¬"South Lake Tahoe"¬"Estados Unidos"¬"Sin validar"¬"USA|California|South Lake Tahoe"
"USA"¬"Connecticut"¬"NA"¬"Estados Unidos"¬"No determinada"¬"USA|Connecticut|NA"
"United States "¬"Texas"¬"Houston"¬"Estados Unidos"¬" Houston"¬"United States |Texas|Houston"
"USA"¬"Missouri"¬"Springfield "¬"Estados Unidos"¬"Springfield"¬"USA|Missouri|Springfield "
"United States of America"¬"Washington"¬"Puyallup"¬"Estados Unidos"¬"Puyallup"¬"United States of America|Washington|Puyallup"
"United States"¬"Illinois"¬"Waukegan"¬"Estados Unidos"¬"Waukegan"¬"United States|Illinois|Waukegan"
"US"¬"Massachusetts"¬"Cambridge, MA"¬"Estados Unidos"¬"Cambridge"¬"US|Massachusetts|Cambridge, MA"
"United States"¬"New Jersey"¬"Vernon"¬"Estados Unidos"¬"Vernon"¬"United States|New Jersey|Vernon"
"Germany "¬¬"G"¬"Alemania"¬"No determinada"¬"Germany ||G"
"USA"¬"Georgia"¬"Woodstock"¬"Estados Unidos"¬"Woodstock"¬"USA|Georgia|Woodstock"
"US"¬"California"¬"Fresno"¬"Estados Unidos"¬"Fresno"¬"US|California|Fresno"
"Usa"¬"California"¬"Altadena"¬"Estados Unidos"¬"Altadena"¬"Usa|California|Altadena"
"Canada"¬¬"Whitehorse"¬"Canadá"¬"Whitehorse"¬"Canada||Whitehorse"
"US"¬"District of Columbia"¬"District of Columbia"¬"Estados Unidos"¬"District of Columbia"¬"US|District of Columbia|District of Columbia"
"United States"¬"California"¬"remote"¬"Estados Unidos"¬"No determinada"¬"United States|California|remote"
"USA"¬"Florida"¬"Sarasota"¬"Estados Unidos"¬"Sarasota"¬"USA|Florida|Sarasota"
"New Zealand"¬¬"Hamilton "¬"Nueva Zelanda"¬"Hamilton "¬"New Zealand||Hamilton "
"United Kingdom"¬¬"Lomdon"¬"Reino Unido"¬"Lomdon"¬"United Kingdom||Lomdon"
"USA"¬"Illinois, Kentucky"¬"Louisville"¬"Estados Unidos"¬"Louisville"¬"USA|Illinois, Kentucky|Louisville"
"USA"¬"California"¬"Palmdale"¬"Estados Unidos"¬"Palmdale"¬"USA|California|Palmdale"
"USA"¬"Tennessee"¬"Nashville "¬"Estados Unidos"¬"Nashville"¬"USA|Tennessee|Nashville "
"United States"¬¬"confidential"¬"Estados Unidos"¬"confidential"¬"United States||confidential"
"United states "¬"Pennsylvania"¬"Lancaster "¬"Estados Unidos"¬"Lancaster "¬"United states |Pennsylvania|Lancaster "
"United States"¬"New Jersey"¬"NY Suburb"¬"Estados Unidos"¬"Sin validar"¬"United States|New Jersey|NY Suburb"
"US"¬"Illinois"¬"Wheeling"¬"Estados Unidos"¬"Wheeling"¬"US|Illinois|Wheeling"
"United States"¬"Montana"¬"Declined "¬"Estados Unidos"¬"Declined "¬"United States|Montana|Declined "
"Usa"¬"Maryland"¬"Washington "¬"Estados Unidos"¬" Washington D.C."¬"Usa|Maryland|Washington "
"U.S."¬"Virginia"¬"Newport News"¬"Estados Unidos"¬"Sin validar"¬"U.S.|Virginia|Newport News"
"US"¬"Florida"¬"Orlando "¬"Estados Unidos"¬"Orlando"¬"US|Florida|Orlando "
"USA"¬"Minnesota"¬"Eagan"¬"Estados Unidos"¬"Eagan"¬"USA|Minnesota|Eagan"
"USA "¬"Georgia"¬"Atlanta"¬"Estados Unidos"¬" Atlanta"¬"USA |Georgia|Atlanta"
"Canada "¬¬"Edmonton"¬"Canadá"¬" Edmonton"¬"Canada ||Edmonton"
"United States "¬"North Carolina"¬"Remote"¬"Estados Unidos"¬"No determinada"¬"United States |North Carolina|Remote"
"Australia"¬¬"Townsville"¬"Australia"¬"Townsville"¬"Australia||Townsville"
"United States"¬"Vermont"¬"I don’t live in a city; I am VERY rural"¬"Estados Unidos"¬"No determinada"¬"United States|Vermont|I don’t live in a city; I am VERY rural"
"Canada"¬¬"Ottawa area"¬"Canadá"¬"Ottawa"¬"Canada||Ottawa area"
"USA"¬"New York"¬"Capital Region"¬"Estados Unidos"¬"Sin validar"¬"USA|New York|Capital Region"
"USA"¬"Pennsylvania"¬"Harrisburg "¬"Estados Unidos"¬"Harrisburg "¬"USA|Pennsylvania|Harrisburg "
"United States"¬"Massachusetts"¬"Fitchburg"¬"Estados Unidos"¬"Fitchburg"¬"United States|Massachusetts|Fitchburg"
"US"¬"Maine"¬"Maine"¬"Estados Unidos"¬"Maine"¬"US|Maine|Maine"
"US"¬"New Hampshire"¬"N/A"¬"Estados Unidos"¬"No determinada"¬"US|New Hampshire|N/A"
"USA"¬"Arizona, California, Nevada, Texas"¬"Los Angeles "¬"Estados Unidos"¬" Los Ángeles"¬"USA|Arizona, California, Nevada, Texas|Los Angeles "
"United States"¬"Kansas"¬"Leawood"¬"Estados Unidos"¬"Leawood"¬"United States|Kansas|Leawood"
"USA"¬"Pennsylvania"¬"Monongahela"¬"Estados Unidos"¬"Monongahela"¬"USA|Pennsylvania|Monongahela"
"USA"¬"Washington"¬"Issaquah"¬"Estados Unidos"¬"Issaquah"¬"USA|Washington|Issaquah"
"US"¬"Massachusetts"¬"Quincy"¬"Estados Unidos"¬"Quincy"¬"US|Massachusetts|Quincy"
"United States"¬"District of Columbia, Maryland"¬"DC"¬"Estados Unidos"¬"Washington D.C."¬"United States|District of Columbia, Maryland|DC"
"USA "¬"Minnesota"¬"Maplewood "¬"Estados Unidos"¬"Maplewood "¬"USA |Minnesota|Maplewood "
"United States of America"¬"Louisiana"¬"Alexandria, LA"¬"Estados Unidos"¬"Alexandria"¬"United States of America|Louisiana|Alexandria, LA"
"Hartford"¬"Connecticut"¬"Hartford"¬"Estados Unidos"¬"Hartford"¬"Hartford|Connecticut|Hartford"
"USA"¬"New Hampshire"¬"Tilton"¬"Estados Unidos"¬"Tilton"¬"USA|New Hampshire|Tilton"
"U.S.A."¬"California"¬"Thousand Oaks"¬"Estados Unidos"¬"Sin validar"¬"U.S.A.|California|Thousand Oaks"
"United States "¬"Georgia"¬"Athens"¬"Estados Unidos"¬" Atenas"¬"United States |Georgia|Athens"
"USA "¬"Pennsylvania"¬"Camp hill "¬"Estados Unidos"¬"Sin validar"¬"USA |Pennsylvania|Camp hill "
"Usa"¬"Alaska, Idaho, Oregon, Utah, Washington"¬"Variety"¬"Estados Unidos"¬"Variety"¬"Usa|Alaska, Idaho, Oregon, Utah, Washington|Variety"
"Usa "¬"Texas"¬"Dallas"¬"Estados Unidos"¬" Dallas"¬"Usa |Texas|Dallas"
"New Zealand"¬¬"Bay of Plenty"¬"Nueva Zelanda"¬"Sin validar"¬"New Zealand||Bay of Plenty"
"Japan, US Gov position"¬¬"Okinawa"¬"Japón"¬"Okinawa"¬"Japan, US Gov position||Okinawa"
"United States"¬"Texas"¬"Duncanville"¬"Estados Unidos"¬"Duncanville"¬"United States|Texas|Duncanville"
"US"¬"Florida"¬"Fort Lauderdale "¬"Estados Unidos"¬"Sin validar"¬"US|Florida|Fort Lauderdale "
"Canada"¬¬"prefer not to identify"¬"Canadá"¬"No determinada"¬"Canada||prefer not to identify"
"USA "¬¬"Washington, DC"¬"Estados Unidos"¬" Washington D.C."¬"USA ||Washington, DC"
"US"¬"Virginia"¬"Charlottesville"¬"Estados Unidos"¬" Charlottesville"¬"US|Virginia|Charlottesville"
"USA"¬"Massachusetts"¬"Williamstown"¬"Estados Unidos"¬"Williamstown"¬"USA|Massachusetts|Williamstown"
"USA "¬"Missouri"¬"Overland Park "¬"Estados Unidos"¬"Sin validar"¬"USA |Missouri|Overland Park "
"United States"¬"California"¬"Rancho Cucamonga"¬"Estados Unidos"¬"Sin validar"¬"United States|California|Rancho Cucamonga"
"Australia "¬¬"Sydney "¬"Australia"¬" Sídney"¬"Australia ||Sydney "
"USA "¬"New York"¬"NYC"¬"Estados Unidos"¬"Nueva York"¬"USA |New York|NYC"
"United States of America"¬"Alabama"¬"Auburn"¬"Estados Unidos"¬"Auburn"¬"United States of America|Alabama|Auburn"
"USA"¬"Idaho"¬"CDA"¬"Estados Unidos"¬"No determinada"¬"USA|Idaho|CDA"
"Australia "¬¬"Canberra"¬"Australia"¬"Canberra"¬"Australia ||Canberra"
"UK "¬¬"Glasgow"¬"Reino Unido"¬" Glasgow"¬"UK ||Glasgow"
"Usa "¬"Massachusetts"¬"Natick"¬"Estados Unidos"¬"Natick"¬"Usa |Massachusetts|Natick"
"US"¬"Illinois"¬"Willowbrook "¬"Estados Unidos"¬"Willowbrook "¬"US|Illinois|Willowbrook "
"United States"¬"Texas"¬"Denton"¬"Estados Unidos"¬"Denton"¬"United States|Texas|Denton"
"United States"¬"California"¬"Fresno"¬"Estados Unidos"¬"Fresno"¬"United States|California|Fresno"
"Ireland "¬¬"Dublin "¬"Irlanda"¬" Dublín"¬"Ireland ||Dublin "
"Csnada"¬¬"Ottawa"¬"Canadá"¬"Ottawa"¬"Csnada||Ottawa"
"USA"¬"California"¬"San Fransisco"¬"Estados Unidos"¬"Sin validar"¬"USA|California|San Fransisco"
"Usa "¬"Connecticut"¬"New London "¬"Estados Unidos"¬"Sin validar"¬"Usa |Connecticut|New London "
"USA"¬"Maryland"¬"Montgomery County"¬"Estados Unidos"¬"Sin validar"¬"USA|Maryland|Montgomery County"
"United States"¬"California"¬"Novato, CA"¬"Estados Unidos"¬"Novato"¬"United States|California|Novato, CA"
"USA"¬"New Jersey"¬"Lacey Township"¬"Estados Unidos"¬"Sin validar"¬"USA|New Jersey|Lacey Township"
"Canada"¬¬"Whitehorse, YT"¬"Canadá"¬"Whitehorse"¬"Canada||Whitehorse, YT"
"Usa"¬"Minnesota"¬"Plymouth"¬"Estados Unidos"¬"Plymouth"¬"Usa|Minnesota|Plymouth"
"United States"¬"Massachusetts, Pennsylvania"¬"Pittsburgh "¬"Estados Unidos"¬" Pittsburgh"¬"United States|Massachusetts, Pennsylvania|Pittsburgh "
"US"¬"Minnesota"¬"Rochester"¬"Estados Unidos"¬"Rochester"¬"US|Minnesota|Rochester"
"USA"¬"New York"¬"Rural area"¬"Estados Unidos"¬"Sin validar"¬"USA|New York|Rural area"
"USA "¬"Indiana"¬"Columbus"¬"Estados Unidos"¬" Columbus"¬"USA |Indiana|Columbus"
"USA"¬"Illinois"¬"Lake Bluff"¬"Estados Unidos"¬"Sin validar"¬"USA|Illinois|Lake Bluff"
"United States of America"¬"Texas"¬"San Marcos"¬"Estados Unidos"¬"Sin validar"¬"United States of America|Texas|San Marcos"
"US"¬"New Jersey"¬"East Windsor"¬"Estados Unidos"¬"Sin validar"¬"US|New Jersey|East Windsor"
"United States"¬"California"¬"Santa Ana"¬"Estados Unidos"¬"Sin validar"¬"United States|California|Santa Ana"
"United States of America"¬"Maryland"¬"Bethesda "¬"Estados Unidos"¬"Bethesda "¬"United States of America|Maryland|Bethesda "
"USA"¬"Wisconsin"¬"Neopit"¬"Estados Unidos"¬"Neopit"¬"USA|Wisconsin|Neopit"
"Israel"¬¬"Jerusalem"¬"Israel"¬" Jerusalén"¬"Israel||Jerusalem"
"United States"¬"New Jersey"¬"Nyc metro"¬"Estados Unidos"¬"Sin validar"¬"United States|New Jersey|Nyc metro"
"United States of America"¬"North Carolina"¬"Raleigh, NC"¬"Estados Unidos"¬"Raleigh"¬"United States of America|North Carolina|Raleigh, NC"
"USA"¬"Oregon"¬"Ashland"¬"Estados Unidos"¬"Ashland"¬"USA|Oregon|Ashland"
"U.S."¬"Michigan"¬"Ann Arbor"¬"Estados Unidos"¬"Ann Arbor"¬"U.S.|Michigan|Ann Arbor"
"United States of America"¬"Virginia"¬"Arlington"¬"Estados Unidos"¬" Arlington"¬"United States of America|Virginia|Arlington"
"United States"¬"Tennessee"¬"Knoxville "¬"Estados Unidos"¬"Knoxville "¬"United States|Tennessee|Knoxville "
"USA"¬"Virginia"¬"Northern VA"¬"Estados Unidos"¬"Sin validar"¬"USA|Virginia|Northern VA"
"United States"¬"Utah"¬"Clearfield"¬"Estados Unidos"¬"Clearfield"¬"United States|Utah|Clearfield"
"US"¬"Georgia"¬"Tucker"¬"Estados Unidos"¬"Tucker"¬"US|Georgia|Tucker"
"US"¬"Tennessee"¬"Hartsville"¬"Estados Unidos"¬"Hartsville"¬"US|Tennessee|Hartsville"
"United States"¬"California"¬"Carson"¬"Estados Unidos"¬"Carson"¬"United States|California|Carson"
"U.S."¬"Colorado"¬"Golden"¬"Estados Unidos"¬"Golden"¬"U.S.|Colorado|Golden"
"Unites States"¬"Colorado"¬"Denver"¬"Estados Unidos"¬" Denver"¬"Unites States|Colorado|Denver"
"US"¬"Wisconsin"¬"Sturtevant"¬"Estados Unidos"¬"Sturtevant"¬"US|Wisconsin|Sturtevant"
"United States "¬"California"¬"Santa Cruz"¬"Estados Unidos"¬"Sin validar"¬"United States |California|Santa Cruz"
"United States"¬"North Carolina"¬"Triangle"¬"Estados Unidos"¬"Triangle"¬"United States|North Carolina|Triangle"
"USA "¬"Georgia"¬"Alpharetta "¬"Estados Unidos"¬"Alpharetta "¬"USA |Georgia|Alpharetta "
"USA"¬"South Dakota"¬"metro"¬"Estados Unidos"¬"metro"¬"USA|South Dakota|metro"
"United States"¬"District of Columbia, Maryland"¬"Silver Spring"¬"Estados Unidos"¬"Sin validar"¬"United States|District of Columbia, Maryland|Silver Spring"
"United States of America"¬"Texas"¬"Galveston"¬"Estados Unidos"¬"Galveston"¬"United States of America|Texas|Galveston"
"United Kingdom "¬¬"Birmingham UK "¬"Reino Unido"¬"Birmingham"¬"United Kingdom ||Birmingham UK "
"United Stares"¬"Illinois"¬"Chicago"¬"Estados Unidos"¬" Chicago"¬"United Stares|Illinois|Chicago"
"United States"¬"Louisiana"¬"Metairie"¬"Estados Unidos"¬"Metairie"¬"United States|Louisiana|Metairie"
"United States "¬"California"¬"Oakland"¬"Estados Unidos"¬"Oakland"¬"United States |California|Oakland"
"United States "¬"Massachusetts"¬"Milford "¬"Estados Unidos"¬"Milford "¬"United States |Massachusetts|Milford "
"Canada"¬¬"Oshawa "¬"Canadá"¬"Oshawa "¬"Canada||Oshawa "
"Mainland China"¬¬"Jianshui"¬"China"¬"Jianshui"¬"Mainland China||Jianshui"
"Canada"¬¬"I'm sorry, I'd rather not say. But Alberta in Canada."¬"Canadá"¬"No determinada"¬"Canada||I'm sorry, I'd rather not say. But Alberta in Canada."
"United states"¬"Maryland"¬"Riverdale"¬"Estados Unidos"¬"Riverdale"¬"United states|Maryland|Riverdale"
"Us"¬"Florida"¬"Miami "¬"Estados Unidos"¬" Miami"¬"Us|Florida|Miami "
"USA"¬"Georgia"¬"Decatur"¬"Estados Unidos"¬"Decatur"¬"USA|Georgia|Decatur"
"US"¬¬"Washington dc"¬"Estados Unidos"¬" Washington D.C."¬"US||Washington dc"
"United Kingdom"¬¬"Manchester, UK"¬"Reino Unido"¬"Manchester"¬"United Kingdom||Manchester, UK"
"United States"¬"New York"¬"Queens"¬"Estados Unidos"¬"Queens"¬"United States|New York|Queens"
"Usa"¬"California"¬"Redding CA"¬"Estados Unidos"¬"Sin validar"¬"Usa|California|Redding CA"
"US"¬"Washington"¬"Vancouver "¬"Estados Unidos"¬" Vancouver"¬"US|Washington|Vancouver "
"United States"¬"New Jersey"¬"Holmdel, NJ"¬"Estados Unidos"¬"Holmdel"¬"United States|New Jersey|Holmdel, NJ"
"United States of America "¬"New Hampshire"¬"Milford"¬"Estados Unidos"¬"Milford"¬"United States of America |New Hampshire|Milford"
"USA"¬"Mississippi"¬"Ethel"¬"Estados Unidos"¬"Ethel"¬"USA|Mississippi|Ethel"
"USA"¬"Kentucky"¬"Many"¬"Estados Unidos"¬"Many"¬"USA|Kentucky|Many"
"USA"¬"Arizona"¬"Gilbert"¬"Estados Unidos"¬"Gilbert"¬"USA|Arizona|Gilbert"
"USA "¬"Ohio"¬"Cincinnati"¬"Estados Unidos"¬" Cincinnati"¬"USA |Ohio|Cincinnati"
"USA"¬"California"¬"Concord, CA"¬"Estados Unidos"¬"Concord"¬"USA|California|Concord, CA"
"USA"¬"Michigan"¬"Remote"¬"Estados Unidos"¬"No determinada"¬"USA|Michigan|Remote"
"US"¬"Oregon"¬"Bend"¬"Estados Unidos"¬"Bend"¬"US|Oregon|Bend"
"usa"¬"Florida"¬"St. Petersburg"¬"Estados Unidos"¬"Sin validar"¬"usa|Florida|St. Petersburg"
"U.S."¬"Virginia"¬"Richmond "¬"Estados Unidos"¬"Richmond"¬"U.S.|Virginia|Richmond "
"USA "¬"Texas"¬"Austin"¬"Estados Unidos"¬" Austin"¬"USA |Texas|Austin"
"United States"¬"Illinois"¬"Oak Brook"¬"Estados Unidos"¬"Sin validar"¬"United States|Illinois|Oak Brook"
"United States"¬"California"¬"San Ramon"¬"Estados Unidos"¬"Sin validar"¬"United States|California|San Ramon"
"United states"¬"Virginia"¬"Charlottesville "¬"Estados Unidos"¬" Charlottesville"¬"United states|Virginia|Charlottesville "
"Canada"¬¬"A major Canadian city"¬"Canadá"¬"No determinada"¬"Canada||A major Canadian city"
"I.S."¬"Illinois"¬"Will County"¬"Estados Unidos"¬"Sin validar"¬"I.S.|Illinois|Will County"
"U.S."¬"New York"¬"Albany"¬"Estados Unidos"¬"Albany"¬"U.S.|New York|Albany"
"USA"¬"Idaho"¬"Pocatello "¬"Estados Unidos"¬"Pocatello "¬"USA|Idaho|Pocatello "
"United States"¬"Kentucky"¬"Union"¬"Estados Unidos"¬"Union"¬"United States|Kentucky|Union"
"U.S."¬"Michigan"¬"Lansing"¬"Estados Unidos"¬"Lansing"¬"U.S.|Michigan|Lansing"
